hgnc_symbol,hgnc_id,go_name,go_id,go_domain,ncon_gene,ncon_go,mean_padj,cilow_padj,ciupp_padj,mean_pval,cilow_pval,ciupp_pval,mean_sim,sem_sim
HGF,4893,membrane,GO:0016020,cellular component,28.0,58.0,1.277e-01,7.072e-02,2.308e-01,1.181e-01,5.763e-02,2.420e-01,6.619e-01,2.622e-02
HGF,4893,chemoattractant activity,GO:0042056,molecular function,28.0,3.0,5.745e-02,3.357e-02,9.830e-02,1.902e-02,1.059e-02,3.415e-02,8.732e-01,1.277e-02
HGF,4893,serine-type endopeptidase activity,GO:0004252,molecular function,28.0,4.0,6.717e-02,2.949e-02,1.530e-01,3.693e-02,9.086e-03,1.501e-01,8.040e-01,3.689e-02
HGF,4893,identical protein binding,GO:0042802,molecular function,28.0,35.0,9.671e-02,7.147e-02,1.309e-01,7.023e-02,4.503e-02,1.095e-01,7.336e-01,1.301e-02
HGF,4893,protein binding,GO:0005515,molecular function,28.0,347.0,1.412e-01,1.171e-01,1.702e-01,1.360e-01,1.243e-01,1.488e-01,6.422e-01,3.354e-03
HHIPL1,19710,,,,nan,nan,,,,,,,,
HIF3A,15825,positive regulation of transcription by RNA polymerase II,GO:0045944,biological process,8.0,62.0,1.101e-01,5.730e-02,2.115e-01,5.415e-02,3.096e-02,9.470e-02,7.648e-01,1.523e-02
HIF3A,15825,regulation of transcription by RNA polymerase II,GO:0006357,biological process,8.0,46.0,1.101e-01,5.730e-02,2.115e-01,6.285e-02,3.142e-02,1.257e-01,7.465e-01,2.058e-02
HIF3A,15825,nucleus,GO:0005634,cellular component,8.0,81.0,1.101e-01,5.730e-02,2.115e-01,8.015e-02,4.592e-02,1.399e-01,7.165e-01,1.799e-02
HIF3A,15825,cytosol,GO:0005829,cellular component,8.0,76.0,1.101e-01,5.730e-02,2.115e-01,8.954e-02,3.403e-02,2.356e-01,6.995e-01,3.066e-02
HIF3A,15825,nucleoplasm,GO:0005654,cellular component,8.0,51.0,1.101e-01,5.730e-02,2.115e-01,9.235e-02,3.579e-02,2.383e-01,6.955e-01,3.107e-02
HIF3A,15825,plasma membrane,GO:0005886,cellular component,8.0,61.0,1.364e-01,1.106e-01,1.683e-01,1.355e-01,1.114e-01,1.649e-01,6.428e-01,7.188e-03
HIF3A,15825,"DNA-binding transcription factor activity, RNA polymerase II-specific",GO:0000981,molecular function,8.0,9.0,1.101e-01,5.730e-02,2.115e-01,4.025e-02,2.329e-02,6.956e-02,7.978e-01,1.389e-02
HIPK2,14402,peptidyl-threonine phosphorylation,GO:0018107,biological process,30.0,9.0,1.022e-01,2.720e-02,3.838e-01,3.375e-02,7.566e-04,1.505e+00,7.761e-01,7.906e-02
HIPK2,14402,peptidyl-serine phosphorylation,GO:0018105,biological process,30.0,10.0,1.030e-01,2.733e-02,3.879e-01,3.465e-02,6.117e-04,1.963e+00,7.678e-01,8.405e-02
HIPK2,14402,SMAD protein signal transduction,GO:0060395,biological process,30.0,2.0,1.215e-01,6.179e-02,2.390e-01,3.418e-02,1.361e-02,8.582e-02,8.145e-01,2.285e-02
HIPK2,14402,positive regulation of angiogenesis,GO:0045766,biological process,30.0,12.0,1.215e-01,6.179e-02,2.390e-01,4.143e-02,1.494e-02,1.149e-01,7.936e-01,2.616e-02
HIPK2,14402,positive regulation of transforming growth factor beta receptor signaling pathway,GO:0030511,biological process,30.0,5.0,1.251e-01,5.968e-02,2.623e-01,6.489e-02,1.503e-02,2.801e-01,7.373e-01,4.359e-02
HIPK2,14402,positive regulation of JNK cascade,GO:0046330,biological process,30.0,5.0,1.387e-01,8.429e-02,2.282e-01,4.164e-02,1.144e-02,1.516e-01,7.918e-01,3.323e-02
HIPK2,14402,protein phosphorylation,GO:0006468,biological process,30.0,30.0,1.414e-01,8.110e-02,2.464e-01,7.738e-02,3.688e-02,1.624e-01,7.201e-01,2.384e-02
HIPK2,14402,positive regulation of transcription by RNA polymerase II,GO:0045944,biological process,30.0,62.0,1.458e-01,8.642e-02,2.460e-01,5.781e-02,1.554e-02,2.150e-01,7.526e-01,3.834e-02
HIPK2,14402,"DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator",GO:0006978,biological process,30.0,3.0,1.465e-01,8.438e-02,2.543e-01,7.100e-02,3.308e-02,1.524e-01,7.316e-01,2.219e-02
HIPK2,14402,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,GO:0042771,biological process,30.0,3.0,1.481e-01,8.464e-02,2.590e-01,8.651e-02,3.757e-02,1.992e-01,7.049e-01,2.607e-02
HIPK2,14402,smoothened signaling pathway,GO:0007224,biological process,30.0,9.0,1.515e-01,8.425e-02,2.725e-01,7.915e-02,1.447e-02,4.329e-01,7.098e-01,5.017e-02
HIPK2,14402,negative regulation of BMP signaling pathway,GO:0030514,biological process,30.0,9.0,1.523e-01,1.025e-01,2.264e-01,1.037e-01,4.250e-02,2.532e-01,6.796e-01,3.064e-02
HIPK2,14402,"positive regulation of transcription, DNA-templated",GO:0045893,biological process,30.0,35.0,1.643e-01,7.734e-02,3.489e-01,7.875e-02,1.199e-02,5.174e-01,7.060e-01,6.396e-02
HIPK2,14402,negative regulation of ubiquitin-dependent protein catabolic process,GO:2000059,biological process,30.0,4.0,1.673e-01,5.805e-02,4.821e-01,1.160e-01,1.218e-02,1.104e+00,6.456e-01,7.530e-02
HIPK2,14402,PML body,GO:0016605,cellular component,30.0,3.0,1.024e-01,3.234e-02,3.242e-01,1.313e-02,4.577e-03,3.767e-02,9.003e-01,1.731e-02
HIPK2,14402,nucleus,GO:0005634,cellular component,30.0,81.0,1.626e-01,1.217e-01,2.174e-01,1.211e-01,1.070e-01,1.372e-01,6.599e-01,4.530e-03
HIPK2,14402,cytoplasm,GO:0005737,cellular component,30.0,78.0,1.840e-01,1.431e-01,2.367e-01,1.696e-01,1.312e-01,2.192e-01,6.066e-01,1.039e-02
HIPK2,14402,nuclear body,GO:0016604,cellular component,30.0,17.0,1.855e-01,1.112e-01,3.095e-01,1.565e-01,7.951e-02,3.081e-01,6.175e-01,2.765e-02
HIPK2,14402,SMAD binding,GO:0046332,molecular function,30.0,6.0,1.024e-01,3.234e-02,3.242e-01,1.105e-02,5.992e-03,2.036e-02,9.157e-01,9.214e-03
HIPK2,14402,protein tyrosine kinase activity,GO:0004713,molecular function,30.0,6.0,1.215e-01,6.179e-02,2.390e-01,2.696e-02,1.567e-02,4.640e-02,8.396e-01,1.331e-02
HIPK2,14402,transcription coactivator activity,GO:0003713,molecular function,30.0,5.0,1.326e-01,7.332e-02,2.400e-01,4.728e-02,2.357e-02,9.484e-02,7.796e-01,1.895e-02
HIPK2,14402,protein kinase activity,GO:0004672,molecular function,30.0,33.0,1.458e-01,8.642e-02,2.460e-01,7.272e-02,2.681e-02,1.972e-01,7.262e-01,3.185e-02
HIPK2,14402,transcription corepressor activity,GO:0003714,molecular function,30.0,4.0,1.471e-01,8.450e-02,2.560e-01,7.901e-02,4.141e-02,1.508e-01,7.182e-01,1.933e-02
HIPK2,14402,protein serine/threonine kinase activity,GO:0004674,molecular function,30.0,31.0,1.471e-01,8.450e-02,2.560e-01,8.357e-02,5.845e-02,1.195e-01,7.120e-01,1.110e-02
HIPK2,14402,RNA polymerase II activating transcription factor binding,GO:0001102,molecular function,30.0,3.0,1.671e-01,8.218e-02,3.396e-01,1.219e-01,3.546e-02,4.190e-01,6.519e-01,4.694e-02
HIPK2,14402,protein binding,GO:0005515,molecular function,30.0,347.0,1.839e-01,1.427e-01,2.371e-01,1.601e-01,1.228e-01,2.087e-01,6.162e-01,1.050e-02
HIPK2,14402,virion binding,GO:0046790,molecular function,30.0,2.0,1.916e-01,1.392e-01,2.638e-01,1.784e-01,1.381e-01,2.304e-01,5.980e-01,1.030e-02
HMGCS1,5007,"farnesyl diphosphate biosynthetic process, mevalonate pathway",GO:0010142,biological process,20.0,3.0,3.499e-02,9.298e-03,1.316e-01,2.262e-02,4.750e-03,1.078e-01,8.507e-01,3.415e-02
HMGCS1,5007,acetyl-CoA metabolic process,GO:0006084,biological process,20.0,9.0,6.973e-02,1.257e-02,3.869e-01,6.473e-02,1.195e-02,3.507e-01,7.355e-01,5.054e-02
HMGCS1,5007,cytosol,GO:0005829,cellular component,20.0,76.0,2.320e-02,7.990e-03,6.734e-02,1.338e-02,3.492e-03,5.128e-02,8.959e-01,2.363e-02
HMGCS1,5007,protein homodimerization activity,GO:0042803,molecular function,20.0,21.0,2.277e-02,7.604e-03,6.816e-02,7.014e-03,2.342e-03,2.101e-02,9.373e-01,1.091e-02
HMGCS1,5007,hydroxymethylglutaryl-CoA synthase activity,GO:0004421,molecular function,20.0,2.0,4.987e-02,6.603e-03,3.766e-01,2.972e-02,1.297e-03,6.813e-01,8.022e-01,6.983e-02
HMGN5,8013,positive regulation of gene expression,GO:0010628,biological process,8.0,23.0,1.303e-01,9.215e-02,1.843e-01,6.282e-02,2.723e-02,1.449e-01,7.458e-01,2.505e-02
HMGN5,8013,negative regulation of cell cycle arrest,GO:0071157,biological process,8.0,4.0,1.303e-01,9.215e-02,1.843e-01,7.589e-02,3.951e-02,1.458e-01,7.232e-01,2.073e-02
HMGN5,8013,negative regulation of apoptotic process,GO:0043066,biological process,8.0,29.0,1.303e-01,9.215e-02,1.843e-01,7.223e-02,1.075e-02,4.855e-01,7.200e-01,5.494e-02
HMGN5,8013,positive regulation of cell population proliferation,GO:0008284,biological process,8.0,40.0,1.303e-01,9.215e-02,1.843e-01,8.226e-02,3.383e-02,2.000e-01,7.115e-01,2.747e-02
HMGN5,8013,nucleoplasm,GO:0005654,cellular component,8.0,51.0,1.303e-01,9.215e-02,1.843e-01,9.846e-02,8.208e-02,1.181e-01,6.902e-01,6.292e-03
HMGN5,8013,mitochondrion,GO:0005739,cellular component,8.0,35.0,1.303e-01,9.215e-02,1.843e-01,1.092e-01,5.491e-02,2.174e-01,6.732e-01,2.397e-02
HMGN5,8013,RNA binding,GO:0003723,molecular function,8.0,60.0,1.361e-01,9.393e-02,1.972e-01,1.121e-01,5.845e-02,2.149e-01,6.697e-01,2.227e-02
HOMER1,17512,regulation of store-operated calcium entry,GO:2001256,biological process,14.0,5.0,9.067e-02,6.407e-02,1.283e-01,2.861e-02,1.298e-02,6.306e-02,8.333e-01,1.933e-02
HOMER1,17512,G protein-coupled glutamate receptor signaling pathway,GO:0007216,biological process,14.0,5.0,9.136e-02,6.375e-02,1.309e-01,3.955e-02,1.577e-02,9.924e-02,7.988e-01,2.337e-02
HOMER1,17512,response to calcium ion,GO:0051592,biological process,14.0,5.0,1.094e-01,4.690e-02,2.553e-01,6.458e-02,2.279e-02,1.830e-01,7.410e-01,3.216e-02
HOMER1,17512,dendrite,GO:0030425,cellular component,14.0,11.0,7.696e-02,4.877e-02,1.215e-01,1.116e-02,2.293e-03,5.436e-02,9.052e-01,2.769e-02
HOMER1,17512,postsynaptic density,GO:0014069,cellular component,14.0,4.0,1.017e-01,5.420e-02,1.907e-01,4.678e-02,1.274e-02,1.718e-01,7.785e-01,3.446e-02
HOMER1,17512,plasma membrane,GO:0005886,cellular component,14.0,61.0,1.218e-01,5.087e-02,2.915e-01,1.013e-01,3.712e-02,2.766e-01,6.820e-01,3.414e-02
HOMER1,17512,neuron projection,GO:0043005,cellular component,14.0,22.0,1.396e-01,4.664e-02,4.178e-01,1.093e-01,1.774e-02,6.735e-01,6.620e-01,5.918e-02
HOMER1,17512,cytoplasm,GO:0005737,cellular component,14.0,78.0,1.516e-01,1.167e-01,1.971e-01,1.446e-01,1.057e-01,1.979e-01,6.322e-01,1.202e-02
HOMER1,17512,ion channel binding,GO:0044325,molecular function,14.0,6.0,9.136e-02,6.375e-02,1.309e-01,2.725e-02,6.556e-03,1.132e-01,8.345e-01,3.254e-02
HOMER1,17512,G protein-coupled glutamate receptor binding,GO:0035256,molecular function,14.0,11.0,1.040e-01,5.175e-02,2.092e-01,6.862e-02,2.127e-02,2.214e-01,7.322e-01,3.710e-02
HOMER1,17512,protein binding,GO:0005515,molecular function,14.0,347.0,1.322e-01,7.210e-02,2.423e-01,1.118e-01,5.985e-02,2.088e-01,6.706e-01,2.242e-02
HP,5141,acute inflammatory response,GO:0002526,biological process,26.0,6.0,7.277e-02,3.755e-02,1.410e-01,2.856e-02,1.280e-02,6.372e-02,8.335e-01,1.997e-02
HP,5141,positive regulation of cell death,GO:0010942,biological process,26.0,7.0,7.520e-02,2.769e-02,2.042e-01,2.549e-02,4.434e-03,1.465e-01,8.383e-01,4.045e-02
HP,5141,negative regulation of hydrogen peroxide catabolic process,GO:2000296,biological process,26.0,4.0,8.051e-02,2.807e-02,2.309e-01,3.698e-02,3.524e-03,3.882e-01,7.939e-01,6.101e-02
HP,5141,response to hydrogen peroxide,GO:0042542,biological process,26.0,7.0,9.195e-02,2.312e-02,3.658e-01,3.783e-02,2.232e-03,6.412e-01,7.834e-01,8.032e-02
HP,5141,negative regulation of oxidoreductase activity,GO:0051354,biological process,26.0,18.0,1.058e-01,2.274e-02,4.924e-01,6.923e-02,6.910e-03,6.935e-01,7.161e-01,7.816e-02
HP,5141,response to organic substance,GO:0010033,biological process,26.0,58.0,1.616e-01,1.612e-02,1.620e+00,1.280e-01,6.947e-03,2.358e+00,6.041e-01,1.182e-01
HP,5141,haptoglobin-hemoglobin complex,GO:0031838,cellular component,26.0,2.0,7.520e-02,2.769e-02,2.042e-01,2.586e-02,6.479e-03,1.032e-01,8.415e-01,3.458e-02
HP,5141,extracellular space,GO:0005615,cellular component,26.0,43.0,1.060e-01,5.009e-02,2.243e-01,7.139e-02,1.821e-02,2.799e-01,7.264e-01,3.975e-02
HP,5141,extracellular exosome,GO:0070062,cellular component,26.0,77.0,1.092e-01,5.662e-02,2.108e-01,7.709e-02,3.321e-02,1.790e-01,7.200e-01,2.643e-02
HP,5141,blood microparticle,GO:0072562,cellular component,26.0,8.0,1.287e-01,1.114e-01,1.486e-01,1.035e-01,6.405e-02,1.673e-01,6.821e-01,1.662e-02
HP,5141,hemoglobin binding,GO:0030492,molecular function,26.0,4.0,6.334e-02,4.648e-02,8.631e-02,1.775e-02,5.827e-03,5.408e-02,8.768e-01,2.492e-02
HP,5141,serine-type endopeptidase activity,GO:0004252,molecular function,26.0,4.0,7.490e-02,2.795e-02,2.007e-01,2.479e-02,1.063e-02,5.782e-02,8.478e-01,2.086e-02
HP,5141,protein binding,GO:0005515,molecular function,26.0,347.0,1.202e-01,7.369e-02,1.961e-01,9.703e-02,5.511e-02,1.708e-01,6.907e-01,1.846e-02
HSD11B1,5208,steroid catabolic process,GO:0006706,biological process,16.0,17.0,4.087e-02,2.409e-02,6.934e-02,2.180e-02,3.972e-03,1.196e-01,8.534e-01,3.822e-02
HSD11B1,5208,membrane,GO:0016020,cellular component,16.0,58.0,4.876e-02,2.245e-02,1.059e-01,4.341e-02,2.214e-02,8.511e-02,7.893e-01,1.748e-02
HSD11B1,5208,11-beta-hydroxysteroid dehydrogenase [NAD(P)] activity,GO:0003845,molecular function,16.0,4.0,3.286e-02,2.297e-02,4.702e-02,1.186e-02,4.742e-03,2.967e-02,9.090e-01,1.342e-02
HSD11B1,5208,steroid binding,GO:0005496,molecular function,16.0,13.0,4.876e-02,2.245e-02,1.059e-01,4.604e-02,2.160e-02,9.810e-02,7.825e-01,2.019e-02
HSD17B12,18646,protein binding,GO:0005515,molecular function,29.0,347.0,1.332e-02,3.823e-03,4.642e-02,1.332e-02,3.823e-03,4.642e-02,8.972e-01,1.923e-02
HSD17B7,5215,cholesterol biosynthetic process,GO:0006695,biological process,38.0,11.0,2.585e-02,1.141e-02,5.855e-02,2.258e-02,6.299e-03,8.093e-02,8.527e-01,2.727e-02
HSD17B7,5215,endoplasmic reticulum,GO:0005783,cellular component,38.0,34.0,2.479e-02,1.163e-02,5.282e-02,1.427e-02,3.637e-03,5.602e-02,8.902e-01,2.228e-02
HSD17B7,5215,3-keto sterol reductase activity,GO:0000253,molecular function,38.0,2.0,3.570e-02,2.153e-02,5.920e-02,2.445e-02,7.694e-03,7.767e-02,8.482e-01,2.835e-02
HSPA12A,19022,extracellular exosome,GO:0070062,cellular component,3.0,77.0,9.862e-02,6.568e-02,1.481e-01,5.976e-02,4.285e-02,8.335e-02,7.537e-01,9.397e-03
HSPA12A,19022,protein binding,GO:0005515,molecular function,3.0,347.0,1.024e-01,6.023e-02,1.742e-01,1.024e-01,6.023e-02,1.742e-01,6.834e-01,1.856e-02
HSPB1,5246,cellular response to vascular endothelial growth factor stimulus,GO:0035924,biological process,44.0,3.0,4.508e-02,2.719e-02,7.474e-02,1.307e-02,6.631e-03,2.574e-02,9.034e-01,1.240e-02
HSPB1,5246,platelet aggregation,GO:0070527,biological process,44.0,3.0,4.508e-02,2.719e-02,7.474e-02,1.175e-02,1.421e-03,9.721e-02,8.962e-01,3.225e-02
HSPB1,5246,positive regulation of endothelial cell chemotaxis by VEGF-activated vascular endothelial growth factor receptor signaling pathway,GO:0038033,biological process,44.0,4.0,4.508e-02,2.719e-02,7.474e-02,1.597e-02,9.093e-03,2.807e-02,8.890e-01,1.206e-02
HSPB1,5246,positive regulation of endothelial cell chemotaxis,GO:2001028,biological process,44.0,7.0,4.508e-02,2.719e-02,7.474e-02,1.969e-02,1.079e-02,3.593e-02,8.700e-01,1.362e-02
HSPB1,5246,positive regulation of blood vessel endothelial cell migration,GO:0043536,biological process,44.0,6.0,4.508e-02,2.719e-02,7.474e-02,2.146e-02,1.227e-02,3.753e-02,8.622e-01,1.330e-02
HSPB1,5246,positive regulation of angiogenesis,GO:0045766,biological process,44.0,12.0,4.508e-02,2.719e-02,7.474e-02,2.422e-02,1.134e-02,5.172e-02,8.498e-01,1.791e-02
HSPB1,5246,anterograde axonal protein transport,GO:0099641,biological process,44.0,6.0,4.508e-02,2.719e-02,7.474e-02,2.772e-02,1.652e-02,4.652e-02,8.368e-01,1.271e-02
HSPB1,5246,intracellular signal transduction,GO:0035556,biological process,44.0,30.0,4.513e-02,2.713e-02,7.508e-02,2.684e-02,7.977e-03,9.030e-02,8.376e-01,2.809e-02
HSPB1,5246,response to virus,GO:0009615,biological process,44.0,6.0,4.658e-02,2.760e-02,7.861e-02,1.856e-02,3.769e-03,9.139e-02,8.693e-01,3.538e-02
HSPB1,5246,chaperone-mediated protein folding,GO:0061077,biological process,44.0,7.0,5.147e-02,2.607e-02,1.016e-01,3.633e-02,9.217e-03,1.432e-01,8.065e-01,3.410e-02
HSPB1,5246,regulation of protein phosphorylation,GO:0001932,biological process,44.0,22.0,5.992e-02,3.420e-02,1.050e-01,4.769e-02,1.862e-02,1.221e-01,7.776e-01,2.586e-02
HSPB1,5246,retina homeostasis,GO:0001895,biological process,44.0,5.0,6.745e-02,2.124e-02,2.142e-01,4.824e-02,4.919e-03,4.730e-01,7.667e-01,5.824e-02
HSPB1,5246,focal adhesion,GO:0005925,cellular component,44.0,6.0,4.508e-02,2.719e-02,7.474e-02,1.637e-02,5.529e-03,4.847e-02,8.834e-01,2.283e-02
HSPB1,5246,extracellular exosome,GO:0070062,cellular component,44.0,77.0,4.508e-02,2.719e-02,7.474e-02,2.847e-02,2.003e-02,4.048e-02,8.340e-01,8.658e-03
HSPB1,5246,nucleus,GO:0005634,cellular component,44.0,81.0,4.984e-02,2.427e-02,1.024e-01,4.030e-02,1.381e-02,1.176e-01,7.963e-01,2.774e-02
HSPB1,5246,extracellular space,GO:0005615,cellular component,44.0,43.0,5.144e-02,4.087e-02,6.476e-02,3.233e-02,1.371e-02,7.621e-02,8.204e-01,2.148e-02
HSPB1,5246,cytoplasm,GO:0005737,cellular component,44.0,78.0,5.204e-02,3.026e-02,8.949e-02,4.449e-02,2.729e-02,7.252e-02,7.869e-01,1.293e-02
HSPB1,5246,identical protein binding,GO:0042802,molecular function,44.0,35.0,4.508e-02,2.719e-02,7.474e-02,1.925e-02,1.588e-02,2.334e-02,8.736e-01,4.566e-03
HSPB1,5246,protein homodimerization activity,GO:0042803,molecular function,44.0,21.0,4.508e-02,2.719e-02,7.474e-02,2.584e-02,1.338e-02,4.990e-02,8.436e-01,1.591e-02
HSPB1,5246,protein folding chaperone,GO:0044183,molecular function,44.0,2.0,4.508e-02,2.719e-02,7.474e-02,2.853e-02,1.692e-02,4.813e-02,8.337e-01,1.294e-02
HSPB1,5246,protein binding,GO:0005515,molecular function,44.0,347.0,4.519e-02,2.724e-02,7.498e-02,3.068e-02,2.250e-02,4.185e-02,8.264e-01,7.572e-03
HSPB1,5246,RNA binding,GO:0003723,molecular function,44.0,60.0,4.849e-02,2.346e-02,1.002e-01,3.579e-02,1.177e-02,1.089e-01,8.082e-01,2.920e-02
HSPB1,5246,protein kinase binding,GO:0019901,molecular function,44.0,16.0,5.232e-02,3.032e-02,9.029e-02,4.389e-02,2.179e-02,8.840e-02,7.879e-01,1.865e-02
HSPB2,5247,nucleus,GO:0005634,cellular component,10.0,81.0,2.713e-02,1.254e-02,5.868e-02,2.317e-02,1.086e-02,4.944e-02,8.546e-01,1.845e-02
HSPB2,5247,cytoplasm,GO:0005737,cellular component,10.0,78.0,2.713e-02,1.254e-02,5.868e-02,2.696e-02,1.236e-02,5.882e-02,8.395e-01,1.935e-02
HSPB2,5247,protein binding,GO:0005515,molecular function,10.0,347.0,2.713e-02,1.254e-02,5.868e-02,2.213e-02,1.346e-02,3.637e-02,8.594e-01,1.198e-02
HSPB7,5249,nucleus,GO:0005634,cellular component,6.0,81.0,1.614e-01,1.223e-01,2.130e-01,8.675e-02,7.610e-02,9.889e-02,7.076e-01,4.128e-03
HSPB7,5249,nucleoplasm,GO:0005654,cellular component,6.0,51.0,1.614e-01,1.223e-01,2.130e-01,9.333e-02,6.321e-02,1.378e-01,6.968e-01,1.247e-02
HSPB7,5249,cytoplasm,GO:0005737,cellular component,6.0,78.0,1.614e-01,1.223e-01,2.130e-01,1.172e-01,9.431e-02,1.457e-01,6.647e-01,7.869e-03
HSPB7,5249,aggresome,GO:0016235,cellular component,6.0,2.0,2.025e-01,1.626e-01,2.522e-01,2.025e-01,1.626e-01,2.522e-01,5.758e-01,9.572e-03
HSPB7,5249,protein binding,GO:0005515,molecular function,6.0,347.0,1.614e-01,1.223e-01,2.130e-01,1.291e-01,9.786e-02,1.704e-01,6.500e-01,1.022e-02
IDE,5381,amyloid-beta clearance by cellular catabolic process,GO:0150094,biological process,43.0,3.0,1.210e-01,4.611e-02,3.175e-01,8.579e-03,5.599e-03,1.315e-02,9.303e-01,4.944e-03
IDE,5381,insulin catabolic process,GO:1901143,biological process,43.0,3.0,1.210e-01,4.611e-02,3.175e-01,1.179e-02,6.503e-03,2.139e-02,9.112e-01,9.860e-03
IDE,5381,insulin metabolic process,GO:1901142,biological process,43.0,4.0,1.223e-01,4.564e-02,3.277e-01,2.891e-02,1.010e-02,8.271e-02,8.315e-01,2.528e-02
IDE,5381,proteolysis,GO:0006508,biological process,43.0,14.0,1.251e-01,4.454e-02,3.514e-01,4.007e-02,7.194e-03,2.232e-01,7.930e-01,4.626e-02
IDE,5381,cellular protein catabolic process,GO:0044257,biological process,43.0,13.0,1.315e-01,4.340e-02,3.984e-01,3.702e-02,5.330e-03,2.571e-01,7.996e-01,4.782e-02
IDE,5381,proteolysis involved in cellular protein catabolic process,GO:0051603,biological process,43.0,12.0,1.318e-01,5.195e-02,3.344e-01,4.081e-02,1.572e-02,1.059e-01,7.952e-01,2.430e-02
IDE,5381,peptide catabolic process,GO:0043171,biological process,43.0,18.0,1.349e-01,4.281e-02,4.252e-01,5.589e-02,7.391e-03,4.226e-01,7.525e-01,5.460e-02
IDE,5381,bradykinin catabolic process,GO:0010815,biological process,43.0,3.0,1.402e-01,8.287e-02,2.373e-01,3.205e-02,1.717e-02,5.985e-02,8.218e-01,1.552e-02
IDE,5381,amyloid-beta clearance,GO:0097242,biological process,43.0,4.0,1.463e-01,8.741e-02,2.450e-01,5.956e-02,2.718e-02,1.305e-01,7.526e-01,2.170e-02
IDE,5381,antigen processing and presentation of endogenous peptide antigen via MHC class I,GO:0019885,biological process,43.0,5.0,1.566e-01,8.215e-02,2.987e-01,8.737e-02,4.224e-02,1.807e-01,7.043e-01,2.259e-02
IDE,5381,hormone catabolic process,GO:0042447,biological process,43.0,26.0,1.630e-01,7.220e-02,3.679e-01,8.259e-02,2.147e-02,3.178e-01,7.073e-01,4.222e-02
IDE,5381,amyloid-beta metabolic process,GO:0050435,biological process,43.0,3.0,1.654e-01,7.691e-02,3.557e-01,9.775e-02,3.393e-02,2.817e-01,6.865e-01,3.387e-02
IDE,5381,determination of adult lifespan,GO:0008340,biological process,43.0,2.0,1.692e-01,1.152e-01,2.486e-01,1.206e-01,7.458e-02,1.952e-01,6.599e-01,1.771e-02
IDE,5381,protein homooligomerization,GO:0051260,biological process,43.0,5.0,1.778e-01,1.307e-01,2.418e-01,7.404e-02,1.474e-02,3.720e-01,7.180e-01,5.373e-02
IDE,5381,positive regulation of protein oligomerization,GO:0032461,biological process,43.0,5.0,2.065e-01,1.176e-01,3.625e-01,9.991e-02,1.660e-02,6.013e-01,6.728e-01,6.777e-02
IDE,5381,regulation of aerobic respiration,GO:1903715,biological process,43.0,2.0,2.122e-01,1.598e-01,2.819e-01,2.043e-01,1.555e-01,2.683e-01,5.740e-01,1.222e-02
IDE,5381,ubiquitin recycling,GO:0010992,biological process,43.0,2.0,2.313e-01,1.572e-01,3.403e-01,2.288e-01,1.573e-01,3.328e-01,5.523e-01,1.694e-02
IDE,5381,peroxisomal matrix,GO:0005782,cellular component,43.0,4.0,1.426e-01,4.051e-02,5.017e-01,7.683e-02,7.207e-03,8.190e-01,7.066e-01,6.868e-02
IDE,5381,extracellular space,GO:0005615,cellular component,43.0,43.0,1.552e-01,8.407e-02,2.866e-01,7.304e-02,5.585e-02,9.552e-02,7.294e-01,8.145e-03
IDE,5381,mitochondrion,GO:0005739,cellular component,43.0,35.0,1.630e-01,7.220e-02,3.679e-01,1.054e-01,2.006e-02,5.535e-01,6.699e-01,5.324e-02
IDE,5381,cell surface,GO:0009986,cellular component,43.0,11.0,1.654e-01,7.691e-02,3.557e-01,1.077e-01,3.480e-02,3.331e-01,6.721e-01,3.786e-02
IDE,5381,cytosol,GO:0005829,cellular component,43.0,76.0,1.654e-01,7.691e-02,3.557e-01,1.100e-01,3.871e-02,3.125e-01,6.699e-01,3.470e-02
IDE,5381,nucleus,GO:0005634,cellular component,43.0,81.0,1.765e-01,9.487e-02,3.283e-01,1.485e-01,6.023e-02,3.662e-01,6.251e-01,3.349e-02
IDE,5381,cytoplasm,GO:0005737,cellular component,43.0,78.0,1.831e-01,1.018e-01,3.292e-01,1.577e-01,6.884e-02,3.614e-01,6.155e-01,3.215e-02
IDE,5381,peroxisome,GO:0005777,cellular component,43.0,16.0,1.834e-01,1.146e-01,2.934e-01,1.453e-01,8.689e-02,2.429e-01,6.308e-01,1.993e-02
IDE,5381,external side of plasma membrane,GO:0009897,cellular component,43.0,8.0,1.880e-01,1.130e-01,3.129e-01,1.551e-01,7.454e-02,3.229e-01,6.184e-01,3.006e-02
IDE,5381,basolateral plasma membrane,GO:0016323,cellular component,43.0,5.0,1.948e-01,1.698e-01,2.235e-01,1.239e-01,5.417e-02,2.833e-01,6.537e-01,2.962e-02
IDE,5381,ubiquitin-dependent protein binding,GO:0140036,molecular function,43.0,3.0,1.210e-01,4.611e-02,3.175e-01,1.729e-02,1.141e-02,2.618e-02,8.829e-01,8.998e-03
IDE,5381,insulin binding,GO:0043559,molecular function,43.0,3.0,1.223e-01,4.564e-02,3.277e-01,2.006e-02,8.899e-03,4.521e-02,8.669e-01,1.767e-02
